platform_key,platform_label,section,command,description,type
ciscoiosxe_wlc,Cisco IOS XE WLC,AVC,show wireless avc applications,Shows AVC applications,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AVC,show wireless avc profile summary,Shows AVC profiles,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AVC,show wireless avc profile <name>,Shows AVC profile details,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AVC,show wireless avc client <mac>,Shows AVC stats for client,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AVC,show wireless avc wlan <id>,Shows AVC stats for WLAN,show
ciscoiosxe_wlc,Cisco IOS XE WLC,AVC,show wireless avc ap <ap>,Shows AVC stats for AP,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Policy,show wireless profile policy summary,Shows policy profiles,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Policy,show wireless profile policy <name>,Shows policy profile details,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Policy,show wireless profile policy <name> qos,Shows QoS settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Policy,show wireless profile policy <name> vlan,Shows VLAN settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Policy,show wireless profile policy <name> acl,Shows ACL settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Policy,show wireless profile policy <name> timers,Shows timer settings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Policy,show wireless profile policy <name> stats,Shows policy stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,FlexConnect,show wireless flexconnect summary,Shows FlexConnect summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,FlexConnect,show wireless flexconnect group summary,Shows FlexConnect groups,show
ciscoiosxe_wlc,Cisco IOS XE WLC,FlexConnect,show wireless flexconnect group <name>,Shows group details,show
ciscoiosxe_wlc,Cisco IOS XE WLC,FlexConnect,show wireless flexconnect ap summary,Shows AP FlexConnect status,show
ciscoiosxe_wlc,Cisco IOS XE WLC,FlexConnect,show wireless flexconnect ap <ap>,Shows AP FlexConnect config,show
ciscoiosxe_wlc,Cisco IOS XE WLC,FlexConnect,show wireless flexconnect vlan summary,Shows VLAN mappings,show
ciscoiosxe_wlc,Cisco IOS XE WLC,FlexConnect,show wireless flexconnect vlan <ap>,Shows VLAN mapping for AP,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF Diagnostics,show wireless interference summary,Shows interference summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF Diagnostics,show wireless interference device,Shows interference devices,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF Diagnostics,show wireless interference stats,Shows interference stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF Diagnostics,show wireless noise summary,Shows noise summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF Diagnostics,show wireless noise stats,Shows noise stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF Diagnostics,show wireless coverage summary,Shows coverage summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF Diagnostics,show wireless coverage hole,Shows coverage hole detection,show
ciscoiosxe_wlc,Cisco IOS XE WLC,RF Diagnostics,show wireless coverage hole stats,Shows CHD stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats summary,Shows wireless stats summary,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats dot11 24ghz,Shows 2.4GHz stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats dot11 5ghz,Shows 5GHz stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats dot11 6ghz,Shows 6GHz stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats mobility,Shows mobility stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats auth,Shows authentication stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats assoc,Shows association stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats roam,Shows roaming stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats dhcp,Shows DHCP stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats radius,Shows RADIUS stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats eap,Shows EAP stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats qos,Shows QoS stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats avc,Shows AVC stats,show
ciscoiosxe_wlc,Cisco IOS XE WLC,Troubleshooting,show wireless stats wips,Shows WIPS stats,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show version,Shows software version,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show running-config,Shows running configuration,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show startup-config,Shows startup configuration,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform,Shows platform details,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software status control-processor brief,Shows control-plane CPU status,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software status switch active,Shows active switch status,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software status switch standby,Shows standby switch status,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software process list,Shows platform processes,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software memory switch active,Shows active switch memory,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software memory switch standby,Shows standby switch memory,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software fed switch active,Shows forwarding engine details,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software fed switch active qos,Shows QoS details,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software fed switch active punt,Shows punt statistics,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software fed switch active acl,Shows ACL hardware programming,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software fed switch active resources,Shows hardware resource usage,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software fed switch active ifm mappings,Shows interface mappings,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software fed switch active fwd-asic drops,Shows ASIC drop counters,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software fed switch active fwd-asic errors,Shows ASIC error counters,show
ciscoiosxe_sw,Cisco IOS XE Switch,System,show platform software fed switch active fwd-asic utilization,Shows ASIC utilization,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show inventory,Shows hardware inventory,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show diag,Shows diagnostic info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show diag chassis,Shows chassis diagnostics,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show diag power-supply,Shows PSU diagnostics,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show diag fan,Shows fan diagnostics,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show diag temperature,Shows temperature sensors,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show diag environment,Shows environment status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show environment all,Shows all environmental sensors,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show environment power,Shows power supply status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show environment fan,Shows fan status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show environment temperature,Shows temperature status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show environment stack,Shows stack environment,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show environment alarms,Shows environmental alarms,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show environment cooling,Shows cooling system status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Hardware,show environment detail,Shows detailed environment info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Licensing,show license,Shows license summary,show
ciscoiosxe_sw,Cisco IOS XE Switch,Licensing,show license status,Shows license status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Licensing,show license all,Shows all license info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Licensing,show license usage,Shows license usage,show
ciscoiosxe_sw,Cisco IOS XE Switch,Licensing,show license feature,Shows licensed features,show
ciscoiosxe_sw,Cisco IOS XE Switch,Licensing,show license udi,Shows UDI information,show
ciscoiosxe_sw,Cisco IOS XE Switch,Licensing,show license summary,Shows license summary,show
ciscoiosxe_sw,Cisco IOS XE Switch,Licensing,show license platform,Shows platform license info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Licensing,show license registration,Shows smart licensing registration,show
ciscoiosxe_sw,Cisco IOS XE Switch,Licensing,show license tech-support,Shows license tech support info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Processes,show processes cpu,Shows CPU usage,show
ciscoiosxe_sw,Cisco IOS XE Switch,Processes,show processes cpu sorted,Shows CPU usage sorted,show
ciscoiosxe_sw,Cisco IOS XE Switch,Processes,show processes cpu history,Shows CPU history,show
ciscoiosxe_sw,Cisco IOS XE Switch,Processes,show processes memory,Shows memory usage,show
ciscoiosxe_sw,Cisco IOS XE Switch,Processes,show processes memory sorted,Shows memory usage sorted,show
ciscoiosxe_sw,Cisco IOS XE Switch,Processes,show processes platform,Shows platform processes,show
ciscoiosxe_sw,Cisco IOS XE Switch,Processes,show processes platform sorted,Shows sorted platform processes,show
ciscoiosxe_sw,Cisco IOS XE Switch,Processes,show processes cpu platform,Shows CPU usage by platform processes,show
ciscoiosxe_sw,Cisco IOS XE Switch,Processes,show processes cpu platform sorted,Shows sorted platform CPU usage,show
ciscoiosxe_sw,Cisco IOS XE Switch,Processes,show processes cpu extended,Shows extended CPU info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Logging,show logging,Shows system logs,show
ciscoiosxe_sw,Cisco IOS XE Switch,Logging,show logging onboard,Shows onboard logging,show
ciscoiosxe_sw,Cisco IOS XE Switch,Logging,show logging history,Shows logging history,show
ciscoiosxe_sw,Cisco IOS XE Switch,Logging,show logging persistent,Shows persistent logs,show
ciscoiosxe_sw,Cisco IOS XE Switch,Logging,show logging process,Shows process logs,show
ciscoiosxe_sw,Cisco IOS XE Switch,Logging,show logging alarms,Shows alarm logs,show
ciscoiosxe_sw,Cisco IOS XE Switch,Logging,show logging events,Shows event logs,show
ciscoiosxe_sw,Cisco IOS XE Switch,Logging,show logging system,Shows system log summary,show
ciscoiosxe_sw,Cisco IOS XE Switch,Logging,show logging last 100,Shows last 100 log entries,show
ciscoiosxe_sw,Cisco IOS XE Switch,Logging,show logging interface <int>,Shows logs for interface,show
ciscoiosxe_sw,Cisco IOS XE Switch,File System,show file systems,Shows file systems,show
ciscoiosxe_sw,Cisco IOS XE Switch,File System,show flash:,Shows flash contents,show
ciscoiosxe_sw,Cisco IOS XE Switch,File System,show bootflash:,Shows bootflash contents,show
ciscoiosxe_sw,Cisco IOS XE Switch,File System,show nvram:,Shows NVRAM contents,show
ciscoiosxe_sw,Cisco IOS XE Switch,File System,show usb0:,Shows USB0 contents,show
ciscoiosxe_sw,Cisco IOS XE Switch,File System,show usb1:,Shows USB1 contents,show
ciscoiosxe_sw,Cisco IOS XE Switch,File System,show boot,Shows boot variables,show
ciscoiosxe_sw,Cisco IOS XE Switch,File System,show bootvar,Shows boot variables,show
ciscoiosxe_sw,Cisco IOS XE Switch,File System,show boot system,Shows boot system settings,show
ciscoiosxe_sw,Cisco IOS XE Switch,File System,show file systems detail,Shows detailed file system info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Boot,show rom-monitor,Shows ROMMON version,show
ciscoiosxe_sw,Cisco IOS XE Switch,Boot,show boot,Shows boot configuration,show
ciscoiosxe_sw,Cisco IOS XE Switch,Boot,show boot system,Shows boot system settings,show
ciscoiosxe_sw,Cisco IOS XE Switch,Boot,show bootvar,Shows boot variables,show
ciscoiosxe_sw,Cisco IOS XE Switch,Boot,show version | include ROM,Shows ROMMON info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Boot,show platform integrity,Shows image integrity status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Boot,show platform integrity verify,Verifies image integrity,show
ciscoiosxe_sw,Cisco IOS XE Switch,Boot,show platform integrity sign,Shows image signing info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Boot,show platform integrity status,Shows integrity status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Boot,show platform integrity summary,Shows integrity summary,show
ciscoiosxe_sw,Cisco IOS XE Switch,StackWise,show switch,Shows switch stack members,show
ciscoiosxe_sw,Cisco IOS XE Switch,StackWise,show switch detail,Shows detailed stack info,show
ciscoiosxe_sw,Cisco IOS XE Switch,StackWise,show switch stack-ports,Shows stack ports,show
ciscoiosxe_sw,Cisco IOS XE Switch,StackWise,show switch stack-ring speed,Shows stack ring speed,show
ciscoiosxe_sw,Cisco IOS XE Switch,StackWise,show switch neighbors,Shows stack neighbors,show
ciscoiosxe_sw,Cisco IOS XE Switch,StackWise,show switch redundancy,Shows stack redundancy,show
ciscoiosxe_sw,Cisco IOS XE Switch,StackWise,show switch power,Shows stack power info,show
ciscoiosxe_sw,Cisco IOS XE Switch,StackWise,show switch uptime,Shows uptime per switch,show
ciscoiosxe_sw,Cisco IOS XE Switch,StackWise,show switch stack-power,Shows StackPower info,show
ciscoiosxe_sw,Cisco IOS XE Switch,StackWise,show switch stack-power detail,Shows detailed StackPower info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Redundancy,show redundancy,Shows redundancy summary,show
ciscoiosxe_sw,Cisco IOS XE Switch,Redundancy,show redundancy status,Shows redundancy status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Redundancy,show redundancy switchover history,Shows switchover history,show
ciscoiosxe_sw,Cisco IOS XE Switch,Redundancy,show redundancy config-sync,Shows config sync status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Redundancy,show redundancy peer,Shows redundancy peer info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Redundancy,show redundancy state,Shows redundancy state,show
ciscoiosxe_sw,Cisco IOS XE Switch,Redundancy,show redundancy timers,Shows redundancy timers,show
ciscoiosxe_sw,Cisco IOS XE Switch,Redundancy,show redundancy ha,Shows HA status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Redundancy,show redundancy ha statistics,Shows HA statistics,show
ciscoiosxe_sw,Cisco IOS XE Switch,Redundancy,show redundancy ha detail,Shows detailed HA info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces,Shows all interfaces,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces status,Shows interface status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces description,Shows interface descriptions,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces counters,Shows interface counters,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces counters errors,Shows interface error counters,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces transceiver,Shows SFP/optics info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces transceiver detail,Shows detailed optics info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces switchport,Shows switchport configuration,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces trunk,Shows trunk interfaces,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces capabilities,Shows interface capabilities,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces flowcontrol,Shows flow control settings,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces mtu,Shows MTU settings,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces summary,Shows interface summary,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces accounting,Shows interface accounting,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces stats,Shows interface statistics,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces switchport detail,Shows detailed switchport info,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces negotiation,Shows negotiation settings,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces power inline,Shows PoE status,show
ciscoiosxe_sw,Cisco IOS XE Switch,Interfaces,show interfaces power inline detail,Shows detailed PoE info,show
ciscoiosxe_sw,Cisco IOS XE Switch,VLAN,show vlan,Shows VLANs,show
ciscoiosxe_sw,Cisco IOS XE Switch,VLAN,show vlan brief,Shows VLAN summary,show
ciscoiosxe_sw,Cisco IOS XE Switch,VLAN,show vlan id <id>,Shows VLAN details,show
ciscoiosxe_sw,Cisco IOS XE Switch,VLAN,show vlan name <name>,Shows VLAN by name,show
ciscoiosxe_sw,Cisco IOS XE Switch,VLAN,show vlan internal usage,Shows internal VLAN usage,show
ciscoiosxe_sw,Cisco IOS XE Switch,VLAN,show vlan filter,Shows VLAN filters,show
ciscoiosxe_sw,Cisco IOS XE Switch,VLAN,show vlan access-map,Shows VLAN access maps,show
ciscoiosxe_sw,Cisco IOS XE Switch,VLAN,show vlan private-vlan,Shows private VLANs,show
ciscoiosxe_sw,Cisco IOS XE Switch,VLAN,show vlan private-vlan mapping,Shows PVLAN mappings,show
ciscoiosxe_sw,Cisco IOS XE Switch,VLAN,show vlan private-vlan type,Shows PVLAN types,show
ciscoiosxe_sw,Cisco IOS XE Switch,STP,show spanning-tree,Shows spanning-tree summary,show
ciscoiosxe_sw,Cisco IOS XE Switch,STP,show spanning-tree detail,Shows detailed STP info,show
ciscoiosxe_sw,Cisco IOS XE Switch,STP,show spanning-tree vlan <id>,Shows STP for VLAN,show
ciscoiosxe_sw,Cisco IOS XE Switch,STP,show spanning-tree interface <int>,Shows STP for interface,show
ciscoiosxe_sw,Cisco IOS XE Switch,STP,show spanning-tree mst,Shows MST configuration,show
ciscoiosxe_sw,Cisco IOS XE Switch,STP,show spanning-tree mst configuration,Shows MST config details,show
ciscoiosxe_sw,Cisco IOS XE Switch,STP,show spanning-tree mst detail,Shows MST detailed info,show
